,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP16,GPU,17.542089700698853,0.016222000122070312
1,Head_Pose,FP16,GPU,4.657358884811401,0.0023865699768066406
2,Facial_Landmark,FP16,GPU,2.990068197250366,0.0015201568603515625
3,Gaze_Estimation,FP16,GPU,4.598085165023804,0.0022466182708740234
