,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP32,GPU,16.940056324005127,0.022214412689208984
1,Head_Pose,FP32,GPU,4.217184782028198,0.0025289058685302734
2,Facial_Landmark,FP32,GPU,2.5400309562683105,0.0013797283172607422
3,Gaze_Estimation,FP32,GPU,4.227981090545654,0.0024411678314208984
