,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP16,MYRIAD,2.2240328788757324,0.08575296401977539
1,Head_Pose,FP16,CPU,0.06545209884643555,0.008668899536132812
2,Facial_Landmark,FP16,CPU,0.026095151901245117,0.0021092891693115234
3,Gaze_Estimation,FP16,CPU,0.03569149971008301,0.004385471343994141
