,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP16,GPU,17.475942134857178,0.016431570053100586
1,Head_Pose,FP16,CPU,0.03261995315551758,0.0022041797637939453
2,Facial_Landmark,FP16,CPU,0.02544689178466797,0.0005888938903808594
3,Gaze_Estimation,FP16,MYRIAD,1.6739332675933838,0.004998922348022461
