,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP16,MYRIAD,2.2161545753479004,0.0852515697479248
1,Head_Pose,FP16,CPU,0.06405925750732422,0.0070171356201171875
2,Facial_Landmark,FP16,CPU,0.026287078857421875,0.0019073486328125
3,Gaze_Estimation,FP16,GPU,4.64428448677063,0.006012916564941406
